"id","orginalWord","lemma","strong","alignmentsForOriginalWord","alignmentFrequency%","alignmentFreq","alignmentFreq-min","alignmentFreq-max","alignmentFreq-mean","alignmentFreq-stddev","alignmentFreq-total","alignmentFreq-meanNormalized","alignmentFreq-stddevNormalized","origWordsCount-min","origWordsCount-max","origWordsCount-mean","origWordsCount-stddev","origWordsCount-total","origWordsCount-meanNormalized","origWordsCount-stddevNormalized","origWordsBetween-min","origWordsBetween-max","origWordsBetween-mean","origWordsBetween-stddev","origWordsBetween-total","origWordsBetween-meanNormalized","origWordsBetween-stddevNormalized","targetWordsCount-min","targetWordsCount-max","targetWordsCount-mean","targetWordsCount-stddev","targetWordsCount-total","targetWordsCount-meanNormalized","targetWordsCount-stddevNormalized","targetWordsBetween-min","targetWordsBetween-max","targetWordsBetween-mean","targetWordsBetween-stddev","targetWordsBetween-total","targetWordsBetween-meanNormalized","targetWordsBetween-stddevNormalized"
"ἀμὴν","ἀμὴν","ἀμήν","G02810",99,"{'ἀμὴν = Truly': 65.65656565656566, 'ἀμὴν = truly': 33.33333333333333, 'ἀμὴν δὲ = Truly': 1.0101010101010102}","[65, 33, 1]",1,65,33.0,26.127890589687233,99,0.3333333333333333,0.2639180867645175,1,2,1.0101010101010102,0.09999489834961287,100,0.010101010101010102,0.0009999489834961288,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,99,0.010101010101010102,0.0,0,0,0.0,0.0,0,0,0
"ἄγγελος","ἄγγελος","ἄγγελος","G00320",46,"{'ἄγγελος = angel': 63.04347826086957, 'ἄγγελος = an angel': 32.608695652173914, 'ἄγγελος = a messenger': 2.1739130434782608, 'ἄγγελος = An angel': 2.1739130434782608}","[29, 15, 1, 1]",1,29,11.5,11.6081867662439,46,0.25,0.25235188622269344,1,1,1.0,0.0,46,0.021739130434782608,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.3695652173913044,0.4826870285037938,63,0.02173913043478261,0.007661698865139588,0,0,0.0,0.0,0,0,0
"ἐποίησεν","ἐποίησεν","ποιέω","G41600",76,"{'ἐποίησεν = did': 14.473684210526317, 'ἐποίησεν = had done': 10.526315789473683, 'ἐποίησεν = made': 10.526315789473683, 'ἐποίησεν = he did': 7.894736842105263, 'ἐποίησεν = has done': 6.578947368421052, 'ἐποίησεν = prepared': 2.631578947368421, 'ἐποίησεν = has he done': 2.631578947368421, 'ἐποίησεν = and did': 2.631578947368421, 'ἐποίησεν = make': 2.631578947368421, 'ἐποίησεν = has made': 2.631578947368421, 'ἐποίησεν = has accomplished': 1.3157894736842104, 'ἐποίησεν = it produced': 1.3157894736842104, 'ἐποίησεν = done': 1.3157894736842104, 'ἐποίησεν = he accomplished': 1.3157894736842104, 'ἐποίησεν = did so': 1.3157894736842104, 'ἐποίησεν = Jesus did': 1.3157894736842104, 'ἐποίησεν = he had done': 1.3157894736842104, 'ἐποίησεν = when': 1.3157894736842104, 'καὶ ἐποίησεν = he has made': 1.3157894736842104, 'ἐποίησεν = she did it': 1.3157894736842104, 'ἐποίησεν = he has done': 1.3157894736842104, 'ἐποίησεν = he': 1.3157894736842104, 'ἐποίησεν = committed': 1.3157894736842104, 'ἐποίησεν = produced': 1.3157894736842104, 'ἐποίησεν = had worked': 1.3157894736842104, 'ἐποίησεν = He has done': 1.3157894736842104, 'ἐποίησεν = has': 1.3157894736842104, 'ἐποίησεν = He did': 1.3157894736842104, 'ἐποίησεν = do': 1.3157894736842104, 'καὶ ἐποίησεν = He appointed': 1.3157894736842104, 'ἐποίησεν = he appointed': 1.3157894736842104, 'ἐποίησεν = God made': 1.3157894736842104, 'ἐποίησεν = he made': 1.3157894736842104, 'ἐποίησεν = he had made': 1.3157894736842104, 'ἐποίησεν = She has done': 1.3157894736842104, 'ἐποίησεν = he had acted': 1.3157894736842104, 'ἐποίησεν = you': 1.3157894736842104, 'ἑαυτὸν ἐποίησεν = he claimed to be': 1.3157894736842104}","[11, 8, 8, 6, 5, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,2.0,2.328315406378386,76,0.02631578947368421,0.030635729031294526,1,2,1.0394736842105263,0.19471906035458866,79,0.013157894736842106,0.0024647982323365656,0,0,0.0,0.0,0,0.0,0.0,1,4,1.75,0.7277398320539386,133,0.013157894736842105,0.00547172806055593,0,0,0.0,0.0,0,0,0
"ποιῆσαι","ποιῆσαι","ποιέω","G41600",49,"{'ποιῆσαι = to do': 28.57142857142857, 'ποιῆσαι = to make': 12.244897959183673, 'ποιῆσαι = do': 6.122448979591836, 'ποιῆσαι = to wage': 6.122448979591836, 'τοῦ ποιῆσαι = to do': 6.122448979591836, 'ποιῆσαι = make': 4.081632653061225, 'ποιῆσαι = to show': 2.0408163265306123, 'ποιῆσαι ἵνα = could have caused': 2.0408163265306123, 'τὸ ποιῆσαι = doing it': 2.0408163265306123, 'ποιῆσαι = may': 2.0408163265306123, 'ποιῆσαι = to become': 2.0408163265306123, 'ποιῆσαι = to be put': 2.0408163265306123, 'τοῦ ποιῆσαι αὐτοὺς = to do': 2.0408163265306123, 'ποιῆσαι = produce': 2.0408163265306123, 'ποιῆσαι = He is coming to execute': 2.0408163265306123, 'τὸ ποιῆσαι = to do this': 2.0408163265306123, 'ποιῆσαι = to': 2.0408163265306123, 'καὶ ποιῆσαι = and to do': 2.0408163265306123, 'ποιῆσαι = to have done': 2.0408163265306123, 'ποιῆσαι = to obey': 2.0408163265306123, 'ποιῆσαι = to accomplish': 2.0408163265306123, 'ποιῆσαι = act': 2.0408163265306123, 'ποιῆσαι = can': 2.0408163265306123, 'τὸ ποιῆσαι = to do': 2.0408163265306123}","[14, 6, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,14,2.0416666666666665,2.7458933984325693,49,0.041666666666666664,0.056038640784338165,1,3,1.2040816326530612,0.45083106192601047,59,0.02040816326530612,0.0076412044394239135,0,0,0.0,0.0,0,0.0,0.0,1,5,1.9591836734693877,0.6986629701479058,96,0.02040816326530612,0.0072777392723740175,0,0,0.0,0.0,0,0,0
"ἐξουσίαν","ἐξουσίαν","ἐξουσία","G18490",57,"{'ἐξουσίαν = authority': 54.385964912280706, 'τὴν ἐξουσίαν = authority': 14.035087719298245, 'ἐξουσίαν = the right': 10.526315789473683, 'ἐξουσίαν = the power': 5.263157894736842, 'ἐξουσίαν = power': 3.508771929824561, 'καὶ ἐξουσίαν = power': 1.7543859649122806, 'ἐξουσίαν = a symbol of authority': 1.7543859649122806, 'τὴν ἐξουσίαν = authority over': 1.7543859649122806, 'ἐξουσίαν = in authority': 1.7543859649122806, 'ἐξουσίαν = authority to rule': 1.7543859649122806, 'ἐξουσίαν = his': 1.7543859649122806, 'ὡς ἐξουσίαν ἔχων = as one who had authority': 1.7543859649122806}","[31, 8, 6, 3, 2, 1, 1, 1, 1, 1, 1, 1]",1,31,4.75,8.217106141053145,57,0.08333333333333333,0.14415975686058152,1,3,1.2105263157894737,0.4486565562296285,69,0.017543859649122806,0.006502268930864189,0,0,0.0,0.0,0,0.0,0.0,1,5,1.3508771929824561,0.7606836276729405,77,0.017543859649122806,0.009879008151596622,0,0,0.0,0.0,0,0,0
"πίστιν","πίστιν","πίστις","G41020",56,"{'πίστιν = faith': 58.92857142857143, 'τὴν πίστιν = faith': 26.785714285714285, 'πίστιν ἣν = The faith': 1.7857142857142856, 'πίστιν = proof': 1.7857142857142856, 'τὴν πίστιν = to faith': 1.7857142857142856, 'τὴν πίστιν = faithfulness': 1.7857142857142856, 'πίστιν = of faith': 1.7857142857142856, 'πίστιν = pledge': 1.7857142857142856, 'τὴν πίστιν = of': 1.7857142857142856, 'πίστιν = the faith': 1.7857142857142856}","[33, 15, 1, 1, 1, 1, 1, 1, 1, 1]",1,33,5.6,10.041912168506553,56,0.09999999999999999,0.17931986015190277,1,2,1.3392857142857142,0.47346691369867355,75,0.017857142857142856,0.0063128921826489754,0,2,0.03571428571428571,0.2648642316819881,2,0.017857142857142856,0.13243211584099404,1,2,1.0714285714285714,0.2575393768188564,60,0.017857142857142856,0.004292322946980939,0,0,0.0,0.0,0,0,0
"πίστει","πίστει","πίστις","G41020",64,"{'πίστει = faith': 34.375, 'πίστει = By faith': 28.125, 'τῇ πίστει = in faith': 7.8125, 'πίστει = in': 6.25, 'τῇ πίστει = faith': 6.25, 'πίστει = the faith': 4.6875, 'πίστει = by faith': 3.125, 'τῇ πίστει = by faith': 1.5625, 'τῇ πίστει = in your faith': 1.5625, 'πίστει = in faith': 1.5625, 'πίστει = for': 1.5625, 'πίστει = belief': 1.5625, 'πίστει = to': 1.5625}","[22, 18, 5, 4, 4, 3, 2, 1, 1, 1, 1, 1, 1]",1,22,4.923076923076923,6.615384615384616,64,0.07692307692307693,0.10336538461538462,1,2,1.171875,0.37727176461405115,75,0.015625,0.005030290194854013,0,0,0.0,0.0,0,0.0,0.0,1,3,1.5,0.5303300858899106,96,0.015625,0.0055242717280198994,0,0,0.0,0.0,0,0,0
"πίστεως","πίστεως","πίστις","G41020",105,"{'πίστεως = faith': 52.38095238095239, 'τῆς πίστεως = faith': 16.19047619047619, 'πίστεως = of faith': 12.380952380952381, 'πίστεως = of': 5.714285714285714, 'τῆς πίστεως = of faith': 3.8095238095238098, 'τῆς πίστεως = of': 2.857142857142857, 'πίστεως = the faith': 1.9047619047619049, 'πίστεως = a': 0.9523809523809524, 'ἐκ πίστεως = who share the faith': 0.9523809523809524, 'πίστεως = in': 0.9523809523809524, 'πίστεως = of those who have faith': 0.9523809523809524, 'τῆς πίστεως = in': 0.9523809523809524}","[55, 17, 13, 6, 4, 3, 2, 1, 1, 1, 1, 1]",1,55,8.75,14.81623546429164,105,0.08333333333333333,0.14110700442182514,1,2,1.2476190476190476,0.43162930261427257,131,0.009523809523809525,0.0032948801726280395,0,2,0.0380952380952381,0.2733847637029966,4,0.009523809523809525,0.06834619092574915,1,5,1.2476190476190476,0.5981073702136216,131,0.009523809523809525,0.004565705116134522,0,0,0.0,0.0,0,0,0
"αἷμα","αἷμα","αἷμα","G01290",41,"{'αἷμα = blood': 68.29268292682927, 'τὸ αἷμα = blood': 17.073170731707318, 'αἷμα = the blood': 4.878048780487805, 'τὸ αἷμα = the blood': 2.4390243902439024, 'αἷμα = the': 2.4390243902439024, 'αἷμα = from blood': 2.4390243902439024, 'αἷμα = The blood': 2.4390243902439024}","[28, 7, 2, 1, 1, 1, 1]",1,28,5.857142857142857,9.264811638337692,41,0.14285714285714285,0.22597101556921198,1,2,1.1951219512195121,0.3962945563237053,49,0.024390243902439022,0.008087644006606234,0,0,0.0,0.0,0,0.0,0.0,1,2,1.1219512195121952,0.32722946012192033,46,0.024390243902439025,0.007113683915693923,0,0,0.0,0.0,0,0,0
"σῶμα","σῶμα","σῶμα","G49830",60,"{'σῶμα = body': 66.66666666666666, 'τὸ σῶμα = body': 16.666666666666664, 'σῶμα = a': 5.0, 'σῶμα = a body': 3.3333333333333335, 'σῶμα = bodies': 1.6666666666666667, 'τὸ σῶμα = his': 1.6666666666666667, 'τὸ σῶμα = bodies': 1.6666666666666667, 'σῶμα = the body': 1.6666666666666667, 'μὲν σῶμα = body': 1.6666666666666667}","[40, 10, 3, 2, 1, 1, 1, 1, 1]",1,40,6.666666666666667,12.101423240447566,60,0.11111111111111112,0.20169038734079273,1,2,1.2166666666666666,0.41197356981027594,73,0.016666666666666666,0.005643473559044877,0,0,0.0,0.0,0,0.0,0.0,1,2,1.05,0.21794494717703364,63,0.016666666666666666,0.003459443605984661,0,0,0.0,0.0,0,0,0
