"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","alignmentsTextFreqPeak","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"3jn","1","10","4","αὐτοῦ",1,0,"его",1,0,"αὐτοῦ = его",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = его"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","1","15","5","τὴν πίστιν",2,2,"вере",1,0,"τὴν πίστιν = вере",25.0,"πίστιν","πίστις","G41020",4,50.0,"","","","For πίστιν - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","1","20","12","αὐτοῦ",1,0,"Свою",1,0,"αὐτοῦ = Свою",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = Свою"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","1","23","5","τοῦ πληρουμένου",2,4,"Наполняющего",1,0,"τοῦ πληρουμένου = Наполняющего",100.0,"πληρουμένου","πληρόω","G41370",1,100.0,"","","","For πληρουμένου - Discontiguous original language alignment, extra words: 4, threshold 1",""
"eph","1","9","7","αὐτοῦ",1,0,"Своему",1,0,"αὐτοῦ = Своему",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = Своему"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","2","13","12","ἐν τῷ αἵματι",3,0,"кровью",1,0,"ἐν τῷ αἵματι = кровью",100.0,"αἵματι","αἷμα","G01290",1,100.0,"","For αἵματι - Too many original language words in alignment: 3, threshold 3","","",""
"eph","2","18","3","αὐτοῦ",1,0,"Него",1,0,"αὐτοῦ = Него",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = Него"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","2","20","8","αὐτοῦ",1,0,"Самого",1,0,"αὐτοῦ = Самого",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = Самого"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","2","4","1","ὁ Θεὸς",2,1,"Бог",1,0,"ὁ Θεὸς = Бог",71.42857142857143,"Θεὸς","θεός","G23160",7,71.42857142857143,"","","","For Θεὸς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","2","8","1","τῇ χάριτί",2,1,"благодатью",1,0,"τῇ χάριτί = благодатью",50.0,"χάριτί","χάρις","G54850",2,50.0,"","","","For χάριτί - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","3","12","10","αὐτοῦ",1,0,"в Него",2,0,"αὐτοῦ = в Него",2.7777777777777777,"αὐτοῦ","αὐτός","G08460",36,50.0,"For αὐτοῦ - Specific alignment ""αὐτοῦ = в Него"" used infrequently: 2.8% out of 36 total alignments, threshold 4.0% (8.0% of peak 50%)","","","",""
"eph","3","20","0","τῷ δυναμένῳ",2,1,"Могущему",1,0,"τῷ δυναμένῳ = Могущему",100.0,"δυναμένῳ","δύναμαι","G14100",1,100.0,"","","","For δυναμένῳ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"eph","3","9","11","τῷ κτίσαντι",2,2,"создавшем",1,0,"τῷ κτίσαντι = создавшем",100.0,"κτίσαντι","κτίζω","G29360",1,100.0,"","","","For κτίσαντι - Discontiguous original language alignment, extra words: 2, threshold 1",""
"eph","4","11","10","τοὺς ποιμένας",2,1,"пасторами",1,0,"τοὺς ποιμένας = пасторами",100.0,"ποιμένας","ποιμήν","G41660",1,100.0,"","","","For ποιμένας - Discontiguous original language alignment, extra words: 1, threshold 1",""
